132753,Phagwara,Punjab,PB,India,IN
133133,Pune,Maharashtra,MH,India,IN
133175,Rajgir,Bihar,BR,India,IN
133177,Ramakkalmedu,Kerala,KL,India,IN
133179,Rameshwaram,Tamil Nadu,TN,India,IN
133214,Pokhran,Rajasthan,RJ,India,IN
133295,Ravangla,Sikkim,SK,India,IN
133418,Pimpri-Chinchwad,Maharashtra,MH,India,IN
133497,Poovar,Kerala,KL,India,IN
133551,Porbandar,Gujarat,GJ,India,IN
133556,Port Blair,Andaman And Nicobar,AN,India,IN
133672,Raipur,Chhattisgarh,CT,India,IN
133676,Ranakpur,Rajasthan,RJ,India,IN
133687,Ratnagiri,Maharashtra,MH,India,IN
133760,Ranchi,Jharkhand,JH,India,IN
133838,Ranikhet,Uttarakhand,UK,India,IN
134001,Pushkar,Rajasthan,RJ,India,IN
134040,Rajahmahendravaram,Andhra Pradesh,AP,India,IN
134041,Rajgarh,Madhya Pradesh,MP,India,IN
134058,Rohtak,Haryana,HR,India,IN
134170,Pulamanthole,Kerala,KL,India,IN
134178,Puttaparthi,Andhra Pradesh,AP,India,IN
134211,Rajkot,Gujarat,GJ,India,IN
134213,Ramathra Fort,Rajasthan,RJ,India,IN
134214,Ramnagar,Uttarakhand ,UK,India,IN
134224,Ranthambore Nationalpark,Rajasthan,RJ,India,IN
134643,Rourkela,Orissa,OR,India,IN
134932,Rishikesh,Uttarakhand,UK,India,IN
135522,Sanchi,Madhya Pradesh,MP,India,IN
135586,Sariska National Park,Rajasthan,RJ,India,IN
135694,Saligao,Goa,GA,India,IN
135778,Rudraprayag,Uttarakhand,UK,India,IN
135916,Salem,Tamil Nadu,TN,India,IN
136093,Sardargarh,Rajasthan,RJ,India,IN
136285,Shamirpet,Telangana,TG,India,IN
136312,Sikar,Rajasthan,RJ,India,IN
136409,Satara,Maharashtra,MH,India,IN
136501,Sangli,Maharashtra,MH,India,IN
136555,Sasan Gir,Gujarat,GJ,India,IN
136656,Sawai Madhopur,Rajasthan,RJ,India,IN
136748,Secunderabad,Telangana,TL,India,IN
136766,Seoni,Madhya Pradesh,MP,India,IN
136801,Shekhawati,Rajasthan,RJ,India,IN
137118,Srikakulam,Andhra Pradesh,AP,India,IN
137316,Shirdi,Maharashtra,MH,India,IN
137380,Shahpura,Rajasthan,RJ,India,IN
137404,Siana,Rajasthan,RJ,India,IN
137470,Sindhudi,Gujarat,GJ,India,IN
137568,Shantiniketan,West Bengal,WB,India,IN
137750,Shivpuri,Madhya Pradesh,MP,India,IN
138010,Siolim,Goa,GA,India,IN
138049,Somnath,Gujarat,GJ,India,IN
138127,Solan,Himachal Pradesh,HP,India,IN
138128,Solapur,Maharashtra,MH,India,IN
138370,Sriperumbudur,Tamil Nadu,TN,India,IN
138484,Sonamarg,Jammu And Kashmir,JK,India,IN
138523,Sravasti,Uttar Pradesh,UP,India,IN
138628,Thanneermukkom,Kerala,KL,India,IN
138670,Shillong,Meghalaya,ML,India,IN
138673,Shimla,Himachal Pradesh,HP,India,IN
138706,Sinquerim Beach,Goa,GA,India,IN
139069,Tezpur,Assam,AS,India,IN
139071,Thalassery,Kerala,KL,India,IN
139315,Tiruvannamalai,Tamil Nadu,TN,India,IN
139456,Srinagar,Jammu and Kashmir,JK,India,IN
139526,Surat,Gujarat,GJ,India,IN
139605,Thanjavur,Tamil Nadu,TN,India,IN
139609,Thekkady,Kerala,KL,India,IN
139669,Tala,Maharashtra,MH,India,IN
139699,Tawang,Arunachal Pradesh,AP,India,IN
139744,Theni,Tamil Nadu,TN,India,IN
139820,Trivandrum,Kerala,KL,India,IN
139974,Tarangambadi,Tamil Nadu,TN,India,IN
140020,Thane,Maharashtra,MH,India,IN
140032,Thrissur,Kerala,KL,India,IN
